CountingSort;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000109;N_I -> 317;Wed Apr 19 23:44:28 2017

RadixSort;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000157;N_I -> 690;Wed Apr 19 23:44:28 2017

HeapSort;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000079;N_I -> 579;Wed Apr 19 23:44:28 2017

MergeSort_MA;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000167;N_I -> 684;Wed Apr 19 23:44:28 2017

MergeSort_PR;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000206;N_I -> 696;Wed Apr 19 23:44:28 2017

QuickSort;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000921;N_I -> 476;Wed Apr 19 23:44:28 2017

QuickSort_MEDPE;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000382;N_I -> 293;Wed Apr 19 23:44:28 2017

QuickSort_MEPEPC;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000412;N_I -> 371;Wed Apr 19 23:44:28 2017

QuickSort_MEDEPA;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000529;N_I -> 546;Wed Apr 19 23:44:28 2017

SelectionSort;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000043;N_I -> 211;Wed Apr 19 23:44:28 2017

BubbleSort;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000012;N_I -> 58;Wed Apr 19 23:44:28 2017

InsertonSort;10;ORDENAÇÃO_CRESCENTE;T_em_s -> 0.00000034;N_I -> 133;Wed Apr 19 23:44:28 2017

